Date,Open,High,Low,Close,Daily_Return,Variance_Daily_Return,Daily_Volatility
"December 30, 2024","5,920.67","5,940.79","5,869.16","5,906.94",0.004303229,0.000139757,0.011821866
"December 27, 2024","6,006.17","6,006.17","5,932.95","5,970.84",0.010817784,0.000139815,0.01182434
"December 26, 2024","6,024.97","6,049.75","6,007.37","6,037.59",0.011179332,0.000139822,0.011824628
"December 24, 2024","5,984.63","6,040.10","5,981.44","6,040.04",0.000405791,0.000139824,0.01182474
"December 23, 2024","5,940.25","5,978.25","5,902.57","5,974.07",-0.010922113,0.000139894,0.011827672
"December 20, 2024","5,842.00","5,982.06","5,832.30","5,930.85",-0.007234599,0.000139909,0.011828295
"December 19, 2024","5,912.71","5,935.52","5,866.07","5,867.08",-0.010752253,0.000139955,0.011830263
"December 18, 2024","6,047.65","6,070.67","5,867.79","5,872.16",0.000865848,0.000139972,0.011830959
"December 17, 2024","6,052.55","6,057.68","6,035.19","6,050.61",0.030389158,0.000140041,0.011833878
"December 16, 2024","6,063.79","6,085.19","6,059.14","6,074.08",0.003878948,0.000139637,0.011816794
"December 13, 2024","6,068.17","6,078.58","6,035.77","6,051.09",-0.003784935,0.000139697,0.011819355
"December 12, 2024","6,074.29","6,079.68","6,051.25","6,051.25",2.64415E-05,0.000139761,0.011822071
"December 11, 2024","6,060.15","6,092.59","6,060.15","6,084.19",0.005443503,0.000139831,0.011825023
"December 10, 2024","6,057.59","6,065.40","6,029.89","6,034.91",-0.008099681,0.000139884,0.011827253
"December 9, 2024","6,083.01","6,088.51","6,048.63","6,052.85",0.002972704,0.000139924,0.011828967
"December 6, 2024","6,081.38","6,099.97","6,079.98","6,090.27",0.006182212,0.000139989,0.011831686
"December 5, 2024","6,089.03","6,094.55","6,072.90","6,075.11",-0.002489216,0.000140037,0.011833726
"December 4, 2024","6,069.39","6,089.84","6,061.06","6,086.49",0.001873217,0.000140105,0.011836603
"December 3, 2024","6,042.97","6,052.07","6,033.39","6,049.88",-0.006014961,0.000140173,0.01183946
"December 2, 2024","6,040.11","6,053.58","6,035.33","6,047.15",-0.000451249,0.000140228,0.011841769
"November 29, 2024","6,003.98","6,044.17","6,003.98","6,032.38",-0.002442473,0.000140298,0.011844743
"November 27, 2024","6,014.11","6,020.16","5,984.87","5,998.74",-0.005576572,0.000140366,0.011847632
"November 26, 2024","6,000.03","6,025.42","5,992.27","6,021.63",0.003815801,0.000140424,0.011850047
"November 25, 2024","5,992.28","6,020.75","5,963.91","5,987.37",-0.005689489,0.000140485,0.011852646
"November 22, 2024","5,944.36","5,972.90","5,944.36","5,969.34",-0.003011339,0.000140542,0.011855039
"November 21, 2024","5,940.58","5,963.32","5,887.26","5,948.71",-0.003455993,0.000140609,0.011857881
"November 20, 2024","5,914.34","5,920.67","5,860.56","5,917.11",-0.005312076,0.000140676,0.011860671
"November 19, 2024","5,870.05","5,923.51","5,855.29","5,916.98",-2.19702E-05,0.000140734,0.011863151
"November 18, 2024","5,874.17","5,908.12","5,865.95","5,893.62",-0.00394796,0.000140805,0.011866138
"November 15, 2024","5,912.79","5,915.32","5,853.01","5,870.62",-0.003902525,0.00014087,0.011868866
"November 14, 2024","5,989.68","5,993.88","5,942.28","5,949.17",0.013380188,0.000140935,0.011871603
"November 13, 2024","5,985.75","6,008.19","5,965.91","5,985.38",0.006086563,0.00014091,0.011870552
"November 12, 2024","6,003.60","6,009.92","5,960.08","5,983.99",-0.000232233,0.00014096,0.011872649
"November 11, 2024","6,008.86","6,017.31","5,986.69","6,001.35",0.002901074,0.000141031,0.01187565
"November 8, 2024","5,976.76","6,012.45","5,976.76","5,995.54",-0.000968116,0.000141097,0.011878417
"November 7, 2024","5,947.21","5,983.84","5,947.21","5,973.10",-0.003742782,0.000141168,0.011881416
"November 6, 2024","5,864.89","5,936.14","5,864.89","5,929.04",-0.007376404,0.000141234,0.011884189
"November 5, 2024","5,722.43","5,783.44","5,722.10","5,782.76",-0.024671785,0.000141281,0.011886168
"November 4, 2024","5,725.15","5,741.43","5,696.51","5,712.69",-0.012117051,0.000141054,0.011876629
"November 1, 2024","5,723.22","5,772.52","5,723.22","5,728.80",0.002820037,0.000141056,0.011876711
"October 31, 2024","5,775.34","5,775.34","5,702.86","5,705.45",-0.004075897,0.000141123,0.011879502
"October 30, 2024","5,832.65","5,850.94","5,811.28","5,813.67",0.018967829,0.000141187,0.011882228
"October 29, 2024","5,819.68","5,847.19","5,802.17","5,832.92",0.003311161,0.000141068,0.011877224
"October 28, 2024","5,833.93","5,842.92","5,823.08","5,823.52",-0.001611543,0.000141133,0.011879945
"October 25, 2024","5,826.75","5,862.82","5,799.98","5,808.12",-0.002644449,0.000141204,0.011882933
"October 24, 2024","5,817.80","5,817.80","5,784.92","5,809.86",0.000299581,0.000141273,0.011885848
"October 23, 2024","5,834.50","5,834.85","5,762.41","5,797.42",-0.002141188,0.000141345,0.011888861
"October 22, 2024","5,832.70","5,863.04","5,821.17","5,851.20",0.00927654,0.000141415,0.011891824
"October 21, 2024","5,857.82","5,866.92","5,824.79","5,853.98",0.000475116,0.00014144,0.011892842
"October 18, 2024","5,859.43","5,872.17","5,846.11","5,864.67",0.001826108,0.000141511,0.011895855
"October 17, 2024","5,875.62","5,878.46","5,840.25","5,841.47",-0.003955892,0.000141581,0.01189878
"October 16, 2024","5,816.58","5,846.52","5,808.34","5,842.47",0.00017119,0.000141647,0.011901547
"October 15, 2024","5,866.74","5,870.36","5,804.48","5,815.26",-0.004657277,0.000141719,0.011904577
"October 14, 2024","5,829.81","5,871.41","5,829.57","5,859.85",0.007667757,0.000141782,0.01190723
"October 11, 2024","5,775.09","5,822.13","5,775.09","5,815.03",-0.00764866,0.000141821,0.01190887
"October 10, 2024","5,778.36","5,795.03","5,764.76","5,780.05",-0.006015446,0.000141867,0.011910791
"October 9, 2024","5,751.80","5,796.80","5,745.02","5,792.04",0.002074377,0.000141923,0.011913163
"October 8, 2024","5,719.14","5,757.60","5,714.56","5,751.13",-0.007063142,0.000141993,0.011916078
"October 7, 2024","5,737.80","5,739.34","5,686.85","5,695.94",-0.009596375,0.000142043,0.011918178
"October 4, 2024","5,737.48","5,753.21","5,702.83","5,751.07",0.009678824,0.000142072,0.011919415
"October 3, 2024","5,698.19","5,718.78","5,677.37","5,699.94",-0.00889052,0.000142093,0.011920283
"October 2, 2024","5,698.14","5,719.63","5,674.00","5,709.54",0.001684228,0.000142129,0.011921791
"October 1, 2024","5,757.73","5,757.73","5,681.28","5,708.75",-0.000138365,0.0001422,0.011924755
"September 30, 2024","5,726.52","5,765.14","5,703.53","5,762.48",0.009411868,0.000142273,0.011927814
"September 27, 2024","5,755.36","5,763.78","5,727.34","5,738.17",-0.00421867,0.000142296,0.011928801
"September 26, 2024","5,762.22","5,767.37","5,721.01","5,745.37",0.001254755,0.000142362,0.011931553
"September 25, 2024","5,733.65","5,741.03","5,712.06","5,722.26",-0.004022369,0.000142434,0.01193456
"September 24, 2024","5,727.66","5,735.32","5,698.99","5,732.93",0.001864648,0.0001425,0.011937348
"September 23, 2024","5,711.90","5,725.36","5,704.22","5,718.57",-0.002504827,0.000142571,0.011940308
"September 20, 2024","5,709.64","5,715.14","5,674.49","5,702.55",-0.0028014,0.000142642,0.011943287
"September 19, 2024","5,702.63","5,733.57","5,686.42","5,713.64",0.001944744,0.000142713,0.01194624
"September 18, 2024","5,641.68","5,689.75","5,615.08","5,618.26",-0.016693386,0.000142783,0.011949199
"September 17, 2024","5,655.51","5,670.81","5,614.05","5,634.58",0.002904814,0.00014272,0.011946554
"September 16, 2024","5,615.21","5,636.05","5,604.53","5,633.09",-0.000264439,0.000142788,0.0119494
"September 13, 2024","5,603.34","5,636.27","5,601.65","5,626.02",-0.001255084,0.000142862,0.011952483
"September 12, 2024","5,557.48","5,600.71","5,535.50","5,595.76",-0.00537858,0.000142935,0.011955554
"September 11, 2024","5,496.42","5,560.41","5,406.96","5,554.13",-0.007439561,0.000142996,0.011958107
"September 10, 2024","5,490.51","5,497.91","5,441.72","5,495.52",-0.010552508,0.000143045,0.011960126
"September 9, 2024","5,442.07","5,484.20","5,434.49","5,471.05",-0.004452718,0.000143065,0.011960987
"September 6, 2024","5,507.33","5,522.47","5,402.62","5,408.42",-0.011447528,0.000143131,0.011963725
"September 5, 2024","5,520.08","5,546.30","5,480.54","5,503.41",0.017563355,0.000143141,0.011964173
"September 4, 2024","5,506.68","5,552.99","5,503.66","5,520.07",0.003027214,0.000143049,0.011960296
"September 3, 2024","5,623.89","5,623.89","5,504.33","5,528.93",0.001605052,0.000143117,0.011963142
"August 30, 2024","5,612.74","5,651.37","5,581.79","5,648.40",0.021608159,0.000143189,0.011966158
"August 29, 2024","5,607.30","5,646.95","5,583.71","5,591.96",-0.00999221,0.000143012,0.011958759
"August 28, 2024","5,624.51","5,627.03","5,560.95","5,592.18",3.93422E-05,0.000143038,0.011959867
"August 27, 2024","5,602.89","5,631.18","5,593.48","5,625.80",0.006011967,0.000143113,0.011962969
"August 26, 2024","5,639.66","5,651.62","5,602.34","5,616.84",-0.001592662,0.000143166,0.011965184
"August 23, 2024","5,602.49","5,641.82","5,585.16","5,634.61",0.003163701,0.000143239,0.011968264
"August 22, 2024","5,637.77","5,643.22","5,560.95","5,570.64",-0.011353048,0.000143307,0.0119711
"August 21, 2024","5,603.09","5,632.68","5,591.57","5,620.85",0.009013327,0.000143319,0.011971608
"August 20, 2024","5,602.88","5,620.51","5,585.50","5,597.12",-0.004221781,0.000143348,0.011972798
"August 19, 2024","5,557.23","5,608.30","5,550.74","5,608.25",0.001988523,0.000143415,0.0119756
"August 16, 2024","5,530.50","5,561.98","5,525.17","5,554.25",-0.009628672,0.000143487,0.011978597
"August 15, 2024","5,501.13","5,546.23","5,501.13","5,543.22",-0.001985867,0.000143517,0.011979867
"August 14, 2024","5,442.36","5,463.22","5,415.91","5,455.21",-0.015877053,0.000143591,0.011982938
"August 13, 2024","5,376.98","5,436.50","5,376.98","5,434.43",-0.003809203,0.000143541,0.011980843
"August 12, 2024","5,351.88","5,371.20","5,324.37","5,344.39",-0.016568435,0.000143609,0.011983717
"August 9, 2024","5,314.66","5,358.67","5,300.84","5,344.16",-4.30358E-05,0.000143548,0.011981135
"August 8, 2024","5,252.57","5,328.03","5,233.85","5,319.31",-0.004649936,0.000143623,0.011984266
"August 7, 2024","5,293.13","5,330.64","5,195.54","5,199.50",-0.022523598,0.000143688,0.011987002
"August 6, 2024","5,206.42","5,312.34","5,193.56","5,240.03",0.00779498,0.000143507,0.011979421
"August 5, 2024","5,151.14","5,250.89","5,119.26","5,186.33",-0.010248033,0.000143547,0.011981102
"August 2, 2024","5,376.63","5,383.89","5,302.03","5,346.56",0.030894679,0.000143571,0.011982106
"August 1, 2024","5,537.84","5,566.16","5,410.42","5,446.68",0.018726059,0.000143133,0.011963841
"July 31, 2024","5,505.59","5,551.51","5,493.75","5,522.30",0.013883687,0.000143017,0.011958969
"July 30, 2024","5,478.73","5,489.46","5,401.70","5,436.44",-0.01554787,0.000142985,0.011957634
"July 29, 2024","5,476.55","5,487.74","5,444.44","5,463.54",0.00498488,0.000142939,0.011955731
"July 26, 2024","5,433.67","5,488.32","5,430.70","5,459.10",-0.00081266,0.000142999,0.011958236
"July 25, 2024","5,428.70","5,491.59","5,390.95","5,399.22",-0.010968841,0.000143075,0.011961376
"July 24, 2024","5,505.84","5,508.04","5,419.98","5,427.13",0.005169265,0.000143091,0.011962061
"July 23, 2024","5,565.30","5,585.34","5,550.90","5,555.74",0.023697608,0.00014315,0.011964529
"July 22, 2024","5,544.54","5,570.36","5,529.04","5,564.41",0.001560548,0.00014292,0.0119549
"July 19, 2024","5,543.37","5,557.50","5,497.04","5,505.00",-0.010676783,0.000142993,0.011957964
"July 18, 2024","5,608.56","5,614.05","5,522.81","5,544.59",0.007191644,0.000143013,0.011958788
"July 17, 2024","5,610.07","5,622.49","5,584.81","5,588.27",0.007877949,0.000143058,0.011960671
"July 16, 2024","5,644.09","5,669.67","5,639.02","5,667.20",0.014124228,0.000143097,0.011962313
"July 15, 2024","5,638.16","5,666.94","5,614.75","5,631.22",-0.006348814,0.000143061,0.011960808
"July 12, 2024","5,590.76","5,655.56","5,590.44","5,615.35",-0.002818217,0.000143118,0.011963189
"July 11, 2024","5,635.21","5,642.45","5,576.53","5,584.54",-0.005486746,0.00014319,0.011966222
"July 10, 2024","5,591.26","5,635.39","5,586.44","5,633.91",0.008840477,0.000143253,0.011968816
"July 9, 2024","5,584.24","5,590.75","5,574.57","5,576.98",-0.010104883,0.000143283,0.011970091
"July 8, 2024","5,572.75","5,583.11","5,562.51","5,572.85",-0.000740544,0.000143309,0.011971181
"July 5, 2024","5,537.91","5,570.33","5,531.63","5,567.19",-0.001015638,0.000143385,0.011974349
"July 3, 2024","5,507.44","5,539.27","5,507.42","5,537.02",-0.005419251,0.000143461,0.011977513
"July 2, 2024","5,461.84","5,509.69","5,458.43","5,509.01",-0.005058678,0.000143524,0.011980132
"July 1, 2024","5,471.08","5,479.55","5,446.53","5,475.09",-0.006157186,0.000143588,0.011982829
"June 28, 2024","5,488.48","5,523.64","5,451.12","5,460.48",-0.002668449,0.000143647,0.011985275
"June 27, 2024","5,473.59","5,490.81","5,467.54","5,482.87",0.004100372,0.00014372,0.011988343
"June 26, 2024","5,460.71","5,483.14","5,451.87","5,477.90",-0.00090646,0.000143786,0.011991079
"June 25, 2024","5,460.73","5,472.88","5,446.56","5,469.30",-0.001569945,0.000143862,0.01199426
"June 24, 2024","5,459.58","5,490.66","5,447.59","5,447.87",-0.003918235,0.000143938,0.01199742
"June 21, 2024","5,466.77","5,478.31","5,452.03","5,464.62",0.003074596,0.000144008,0.012000337
"June 20, 2024","5,499.99","5,505.53","5,455.56","5,473.17",0.00156461,0.000144078,0.012003264
"June 18, 2024","5,476.15","5,490.38","5,471.32","5,487.03",0.002532353,0.000144153,0.012006375
"June 17, 2024","5,431.11","5,488.50","5,420.40","5,473.23",-0.002515022,0.000144225,0.012009384
"June 14, 2024","5,424.08","5,432.39","5,403.75","5,431.60",-0.007606112,0.0001443,0.012012487
"June 13, 2024","5,441.93","5,441.93","5,402.51","5,433.74",0.000393991,0.000144349,0.012014538
"June 12, 2024","5,409.13","5,447.25","5,409.13","5,421.03",-0.002339089,0.000144426,0.012017731
"June 11, 2024","5,353.00","5,375.95","5,327.25","5,375.32",-0.008431977,0.000144501,0.012020856
"June 10, 2024","5,341.22","5,365.79","5,331.52","5,360.79",-0.002703095,0.000144544,0.012022632
"June 7, 2024","5,343.81","5,375.08","5,331.33","5,346.99",-0.002574247,0.000144618,0.012025728
"June 6, 2024","5,357.80","5,362.35","5,335.36","5,352.96",0.001116516,0.000144693,0.012028838
"June 5, 2024","5,314.48","5,354.16","5,297.64","5,354.03",0.000199889,0.000144769,0.012032007
"June 4, 2024","5,278.24","5,298.80","5,257.63","5,291.34",-0.011708937,0.000144847,0.012035221
"June 3, 2024","5,297.15","5,302.11","5,234.32","5,283.40",-0.001500565,0.000144855,0.012035592
"May 31, 2024","5,243.21","5,280.33","5,191.68","5,277.51",-0.001114812,0.000144932,0.012038791
"May 30, 2024","5,259.77","5,260.21","5,222.10","5,235.48",-0.007963983,0.00014501,0.012042008
"May 29, 2024","5,278.73","5,282.27","5,262.70","5,266.95",0.00601091,0.000145057,0.012043958
"May 28, 2024","5,315.91","5,315.91","5,280.89","5,306.04",0.007421753,0.000145113,0.012046281
"May 24, 2024","5,281.45","5,311.65","5,278.39","5,304.72",-0.000248773,0.000145158,0.012048158
"May 23, 2024","5,340.26","5,341.88","5,256.93","5,267.84",-0.006952299,0.000145236,0.012051396
"May 22, 2024","5,319.28","5,323.18","5,286.01","5,307.01",0.007435685,0.000145291,0.012053675
"May 21, 2024","5,298.69","5,324.32","5,297.87","5,321.41",0.002713392,0.000145336,0.012055553
"May 20, 2024","5,305.35","5,325.32","5,302.40","5,308.13",-0.002495579,0.000145409,0.012058583
"May 17, 2024","5,303.10","5,305.45","5,283.59","5,303.27",-0.000915577,0.000145485,0.012061732
"May 16, 2024","5,310.07","5,325.49","5,296.19","5,297.10",-0.001163433,0.000145564,0.012064977
"May 15, 2024","5,263.26","5,311.76","5,263.26","5,308.15",0.002086047,0.000145642,0.012068217
"May 14, 2024","5,221.10","5,250.37","5,217.98","5,246.68",-0.011580306,0.000145717,0.012071336
"May 13, 2024","5,233.08","5,237.26","5,211.16","5,221.42",-0.004814473,0.000145728,0.012071792
"May 10, 2024","5,225.49","5,239.66","5,209.68","5,222.68",0.000241314,0.000145796,0.012074613
"May 9, 2024","5,189.03","5,215.30","5,180.41","5,214.08",-0.001646664,0.000145875,0.012077867
"May 8, 2024","5,168.98","5,191.95","5,165.86","5,187.67",-0.005065131,0.000145953,0.012081097
"May 7, 2024","5,187.20","5,200.23","5,178.96","5,187.70",5.78294E-06,0.00014602,0.012083874
"May 6, 2024","5,142.42","5,181.00","5,142.42","5,180.74",-0.001341635,0.000146099,0.012087141
"May 3, 2024","5,122.78","5,139.12","5,101.22","5,127.79",-0.010220548,0.000146178,0.012090394
"May 2, 2024","5,049.32","5,073.21","5,011.05","5,064.20",-0.012401054,0.000146204,0.012091497
"May 1, 2024","5,029.03","5,096.12","5,013.45","5,018.39",-0.009045851,0.000146205,0.012091529
"April 30, 2024","5,103.78","5,110.83","5,035.31","5,035.69",0.003447321,0.000146244,0.012093118
"April 29, 2024","5,114.13","5,123.49","5,088.65","5,116.17",0.015981921,0.000146315,0.012096075
"April 26, 2024","5,084.65","5,114.62","5,073.14","5,099.96",-0.003168386,0.000146249,0.012093358
"April 25, 2024","5,019.88","5,057.75","4,990.58","5,048.42",-0.010105962,0.000146325,0.012096468
"April 24, 2024","5,084.86","5,089.48","5,047.02","5,071.63",0.004597478,0.000146353,0.012097625
"April 23, 2024","5,028.85","5,076.12","5,027.96","5,070.55",-0.000212949,0.000146419,0.012100362
"April 22, 2024","4,987.33","5,038.84","4,969.40","5,010.60",-0.011823175,0.000146498,0.012103654
"April 19, 2024","5,005.44","5,019.02","4,953.56","4,967.23",-0.00865565,0.000146507,0.012103996
"April 18, 2024","5,031.52","5,056.66","5,001.89","5,011.12",0.008835911,0.000146549,0.012105745
"April 17, 2024","5,068.97","5,077.96","5,007.25","5,022.21",0.002213078,0.000146583,0.012107141
"April 16, 2024","5,064.59","5,079.84","5,039.83","5,051.41",0.005814173,0.000146659,0.012110293
"April 15, 2024","5,149.67","5,168.43","5,052.47","5,061.82",0.002060811,0.000146718,0.012112738
"April 12, 2024","5,171.51","5,175.03","5,107.94","5,123.41",0.01216756,0.000146795,0.012115912
"April 11, 2024","5,172.95","5,211.78","5,138.77","5,199.06",0.014765557,0.00014679,0.012115677
"April 10, 2024","5,167.88","5,178.43","5,138.70","5,160.64",-0.007389797,0.000146744,0.012113814
"April 9, 2024","5,217.03","5,224.81","5,160.78","5,209.91",0.009547265,0.000146798,0.012116018
"April 8, 2024","5,211.37","5,219.57","5,197.35","5,202.39",-0.001443403,0.000146824,0.012117107
"April 5, 2024","5,158.95","5,222.18","5,157.21","5,204.34",0.000374828,0.000146904,0.012120399
"April 4, 2024","5,244.05","5,256.59","5,146.06","5,147.21",-0.010977377,0.000146984,0.012123706
"April 3, 2024","5,194.37","5,228.75","5,194.37","5,211.49",0.012488319,0.000147003,0.012124491
"April 2, 2024","5,204.29","5,208.34","5,184.05","5,205.81",-0.001089899,0.000146993,0.012124069
"April 1, 2024","5,257.97","5,263.95","5,229.20","5,243.77",0.007291853,0.000147073,0.012127385
"March 28, 2024","5,248.03","5,264.85","5,245.82","5,254.35",0.002017632,0.000147122,0.012129379
"March 27, 2024","5,226.31","5,249.26","5,213.92","5,248.49",-0.001115266,0.000147199,0.01213258
"March 26, 2024","5,228.85","5,235.16","5,203.42","5,203.58",-0.008556747,0.00014728,0.012135902
"March 25, 2024","5,219.52","5,229.09","5,216.09","5,218.19",0.002807682,0.000147324,0.012137728
"March 22, 2024","5,242.48","5,246.09","5,229.87","5,234.18",0.003064281,0.0001474,0.012140836
"March 21, 2024","5,253.43","5,261.10","5,240.66","5,241.53",0.001404231,0.000147474,0.012143908
"March 20, 2024","5,181.69","5,226.19","5,171.55","5,224.62",-0.003226157,0.000147554,0.01214718
"March 19, 2024","5,139.09","5,180.31","5,131.59","5,178.51",-0.008825522,0.000147631,0.012150345
"March 18, 2024","5,154.77","5,175.60","5,145.47","5,149.42",-0.005617446,0.000147673,0.012152079
"March 15, 2024","5,123.31","5,136.86","5,104.35","5,117.09",-0.006278377,0.000147739,0.01215481
"March 14, 2024","5,175.14","5,176.85","5,123.30","5,150.48",0.006525193,0.000147802,0.012157376
"March 13, 2024","5,173.49","5,179.14","5,151.88","5,165.31",0.002879343,0.000147857,0.01215965
"March 12, 2024","5,134.30","5,179.87","5,114.48","5,175.27",0.001928248,0.000147933,0.012162769
"March 11, 2024","5,111.96","5,124.66","5,091.14","5,117.94",-0.011077683,0.000148012,0.01216601
"March 8, 2024","5,164.46","5,189.26","5,117.50","5,123.69",0.001123499,0.00014803,0.012166775
"March 7, 2024","5,132.38","5,165.62","5,128.21","5,157.36",0.006571436,0.000148111,0.012170091
"March 6, 2024","5,108.03","5,127.97","5,092.22","5,104.76",-0.010199017,0.000148166,0.012172362
"March 5, 2024","5,110.52","5,114.54","5,056.82","5,078.65",-0.005114834,0.000148195,0.012173541
"March 4, 2024","5,130.99","5,149.67","5,127.18","5,130.95",0.010298012,0.000148265,0.012176405
"March 1, 2024","5,098.51","5,140.33","5,094.16","5,137.08",0.001194711,0.000148284,0.012177186
"February 29, 2024","5,085.36","5,104.99","5,061.89","5,096.27",-0.007944202,0.000148365,0.01218051
"February 28, 2024","5,067.20","5,077.37","5,058.35","5,069.76",-0.005201844,0.000148415,0.012182588
"February 27, 2024","5,074.60","5,080.69","5,057.29","5,078.18",0.001660828,0.000148485,0.012185443
"February 26, 2024","5,093.00","5,097.66","5,068.91","5,069.53",-0.001703366,0.000148565,0.012188736
"February 23, 2024","5,100.92","5,111.06","5,081.46","5,088.80",0.003801141,0.000148647,0.012192087
"February 22, 2024","5,038.83","5,094.39","5,038.83","5,087.03",-0.000347823,0.00014872,0.012195082
"February 21, 2024","4,963.03","4,983.21","4,946.00","4,981.80",-0.020685941,0.000148803,0.012198479
"February 20, 2024","4,989.32","4,993.71","4,955.02","4,975.51",-0.001262596,0.000148656,0.01219245
"February 16, 2024","5,031.13","5,038.70","4,999.52","5,005.57",0.006041592,0.000148738,0.012195831
"February 15, 2024","5,003.14","5,032.72","4,999.44","5,029.73",0.004826623,0.000148798,0.012198293
"February 14, 2024","4,976.44","5,002.52","4,956.45","5,000.62",-0.005787587,0.000148866,0.01220108
"February 13, 2024","4,967.94","4,971.30","4,920.31","4,953.17",-0.009488823,0.000148933,0.012203816
"February 12, 2024","5,026.83","5,048.39","5,016.83","5,021.84",0.013863849,0.00014897,0.012205322
"February 9, 2024","5,004.17","5,030.06","5,000.34","5,026.61",0.000949851,0.00014894,0.012204093
"February 8, 2024","4,995.16","5,000.40","4,987.09","4,997.91",-0.005709613,0.000149022,0.012207467
"February 7, 2024","4,973.05","4,999.89","4,969.05","4,995.06",-0.000570238,0.00014909,0.012210231
"February 6, 2024","4,950.16","4,957.77","4,934.88","4,954.23",-0.008174076,0.000149173,0.01221365
"February 5, 2024","4,957.19","4,957.19","4,918.09","4,942.81",-0.002305101,0.000149223,0.012215675
"February 2, 2024","4,916.06","4,975.29","4,907.99","4,958.61",0.003196562,0.000149304,0.012219014
"February 1, 2024","4,861.11","4,906.97","4,853.52","4,906.19",-0.010571511,0.000149381,0.01222215
"January 31, 2024","4,899.19","4,906.75","4,845.15","4,845.65",-0.012339514,0.000149406,0.012223189
"January 30, 2024","4,925.89","4,931.09","4,916.27","4,924.97",0.016369321,0.00014941,0.012223323
"January 29, 2024","4,892.95","4,929.31","4,887.40","4,927.93",0.000601019,0.000149336,0.012220323
"January 26, 2024","4,888.91","4,906.69","4,881.47","4,890.97",-0.007500107,0.00014942,0.012223738
"January 25, 2024","4,886.66","4,898.15","4,869.34","4,894.16",0.000652222,0.000149475,0.012226005
"January 24, 2024","4,888.56","4,903.68","4,865.94","4,868.55",-0.005232767,0.000149559,0.012229422
"January 23, 2024","4,856.80","4,866.48","4,844.37","4,864.60",-0.00081133,0.00014963,0.01223232
"January 22, 2024","4,853.42","4,868.41","4,844.05","4,850.43",-0.002912881,0.000149714,0.012235763
"January 19, 2024","4,796.28","4,842.07","4,785.87","4,839.81",-0.002189497,0.000149795,0.012239062
"January 18, 2024","4,760.10","4,785.79","4,740.57","4,780.94",-0.012163701,0.000149877,0.012242438
"January 17, 2024","4,739.13","4,744.23","4,714.82","4,739.21",-0.008728409,0.000149883,0.012242677
"January 16, 2024","4,772.35","4,782.34","4,747.12","4,765.98",0.005648621,0.000149928,0.012244514
"January 12, 2024","4,791.18","4,802.40","4,768.98","4,783.83",0.003745295,0.000149993,0.012247145
"January 11, 2024","4,792.13","4,798.50","4,739.58","4,780.24",-0.000750445,0.000150068,0.012250221
"January 10, 2024","4,759.94","4,790.80","4,756.20","4,783.45",0.000671514,0.000150153,0.012253684
"January 9, 2024","4,741.93","4,765.47","4,730.35","4,756.50",-0.005634009,0.000150237,0.012257128
"January 8, 2024","4,703.70","4,764.54","4,699.82","4,763.54",0.00148008,0.000150306,0.012259955
"January 5, 2024","4,690.57","4,721.49","4,682.11","4,697.24",-0.01391822,0.00015039,0.012263352
"January 4, 2024","4,697.42","4,726.78","4,687.53","4,688.68",-0.001822347,0.000150371,0.012262569
"January 3, 2024","4,725.07","4,729.29","4,699.71","4,704.81",0.003440201,0.000150455,0.012265998
