Date,Open,High,Low,Close ,Adj Close ,Volume
19-Nov-17,238.78,239.59,235.55,235.95,200.15,"7,670,200"
12-Nov-17,237.97,240.9,233.55,238.02,201.91,"12,648,900"
5-Nov-17,243.5,244.98,237.55,240.15,203.71,"10,546,500"
29-Oct-17,240.1,247.74,239.53,244.4,207.32,"11,856,400"
22-Oct-17,244.39,246.5,239.67,241.71,205.04,"11,213,200"
15-Oct-17,238.6,245.25,235.19,244.73,207.6,"20,027,200"
8-Oct-17,245.15,246.35,236.84,238.53,202.34,"11,167,200"
1-Oct-17,237.2,247.08,237.1,246.02,208.69,"12,269,900"
24-Sep-17,230.77,237.6,228.36,237.19,201.2,"11,128,000"
17-Sep-17,226.3,232.1,225.66,231.03,195.98,"10,669,700"
10-Sep-17,220.07,228.1,218.99,225.22,191.05,"15,453,200"
3-Sep-17,223.85,224,214.64,217.21,184.25,"15,975,300"
27-Aug-17,222.91,227.56,215.75,225.88,190.96,"12,009,600"
20-Aug-17,222.4,224.95,219.21,222.47,188.07,"11,288,100"
13-Aug-17,226.37,230.61,220.55,222.15,187.8,"13,136,600"
6-Aug-17,229.8,235.83,222.65,224.15,189.49,"15,985,500"
30-Jul-17,223.95,229.79,223.05,229.79,194.26,"12,351,700"
23-Jul-17,218.94,223.74,218,223.61,189.04,"14,720,800"
16-Jul-17,228.73,230.36,219.09,220.18,186.14,"20,781,500"
9-Jul-17,224.27,230.64,223.96,228.6,193.26,"14,223,900"
2-Jul-17,224.46,230.06,223.42,225.28,190.45,"11,392,800"
25-Jun-17,218.26,228.79,217.7,221.9,187.59,"17,189,400"
18-Jun-17,223.43,227.04,216.46,217.19,183.61,"15,973,700"
11-Jun-17,223.63,226.94,221.13,221.81,187.52,"16,946,100"
4-Jun-17,213.08,223.85,212.48,222.44,188.05,"16,488,300"
28-May-17,221.83,222.44,209.62,213.31,179.72,"19,159,700"
21-May-17,217.37,225.45,214.66,223.53,188.34,"14,383,600"
14-May-17,223.13,226.82,213.12,215.39,181.48,"20,244,000"
7-May-17,226.75,227.34,222.15,222.82,187.74,"11,699,000"
30-Apr-17,224.9,228.89,220.93,226.87,191.15,"14,020,600"
23-Apr-17,221.18,229.36,220.3,223.8,188.56,"18,858,100"
16-Apr-17,223.9,226.88,213.18,216.86,182.72,"32,097,600"
9-Apr-17,228,229.79,223.08,223.32,188.16,"12,629,800"
2-Apr-17,230,232.89,225.57,227.88,192,"17,845,700"
26-Mar-17,223.3,232,220.85,229.72,193.55,"22,317,200"
19-Mar-17,243.32,244.93,226.97,228.41,192.45,"25,869,300"
12-Mar-17,249.32,250.28,243.86,243.94,205.53,"15,751,000"
5-Mar-17,252.17,254.77,246.87,248.38,209.27,"14,966,100"
26-Feb-17,247.21,255.15,245.61,252.89,212.52,"17,401,700"
19-Feb-17,251,252.65,246.1,247.35,207.86,"11,333,800"
12-Feb-17,244.49,251.95,244.49,250.38,210.41,"16,984,900"
5-Feb-17,239.6,244.16,236.31,242.72,203.97,"16,667,700"
29-Jan-17,235.58,241.11,227.05,240.95,202.48,"23,140,900"
22-Jan-17,231.86,240.79,230.75,236.95,199.12,"18,749,900"
15-Jan-17,242.94,243.06,230.54,232.2,195.13,"23,641,300"
8-Jan-17,243.25,247.77,239.05,244.3,205.3,"18,196,700"
1-Jan-17,242.7,246.2,236.78,244.9,205.8,"14,266,600"
